-0.2,0.19,0.53
-0.2,0.19,0.56
-0.2,0.19,0.6
-0.2,0.19,0.63
-0.18,0.19,0.67
-0.2,0.19,0.71
-0.18,0.19,0.74
-0.19,0.19,0.78
-0.18,0.19,0.81
-0.19,0.19,0.85
-0.17,0.19,0.88
-0.19,0.19,0.92
-0.17,0.19,0.95
-0.19,0.19,0.9899999
-0.17,0.19,1.03
-0.19,0.19,1.06
-0.17,0.19,1.1
-0.19,0.19,1.13
-0.17,0.19,1.17
-0.19,0.19,1.2
-0.17,0.19,1.24
-0.19,0.19,1.27
-0.17,0.19,1.31
-0.18,0.19,1.35
-0.17,0.19,1.38
-0.18,0.19,1.42
-0.16,0.19,1.45
-0.18,0.19,1.49
-0.16,0.19,1.52
-0.18,0.19,1.56
-0.16,0.19,1.59
-0.18,0.19,1.63
-0.16,0.19,1.67
-0.18,0.19,1.7
-0.16,0.19,1.74
-0.18,0.19,1.77
-0.16,0.19,1.81
-0.18,0.19,1.84
-0.16,0.19,1.88
-0.18,0.19,1.91
-0.16,0.19,1.95
-0.17,0.19,1.99
-0.16,0.19,2.02
-0.17,0.19,2.06
-0.15,0.19,2.09
-0.17,0.19,2.13
-0.15,0.19,2.16
-0.17,0.19,2.2
-0.15,0.19,2.23
-0.17,0.19,2.27
-0.11,0.2,2.29
-0.08,0.2,2.31
-0.01,0.2,2.33
0.02,0.2,2.35
0.09,0.21,2.36
0.12,0.21,2.39
0.19,0.21,2.4
0.23,0.21,2.42
0.29,0.22,2.44
0.33,0.22,2.46
0.4,0.22,2.48
0.43,0.22,2.5
0.5,0.23,2.51
0.53,0.23,2.54
0.6,0.23,2.55
0.63,0.23,2.57
0.7,0.23,2.59
0.74,0.24,2.61
0.8,0.24,2.63
0.84,0.24,2.65
0.91,0.24,2.66
0.94,0.25,2.69
1.01,0.25,2.7
1.04,0.25,2.72
1.11,0.25,2.74
1.14,0.25,2.76
1.21,0.26,2.78
1.25,0.26,2.8
1.31,0.26,2.81
1.35,0.26,2.84
1.42,0.27,2.85
1.45,0.27,2.87
1.52,0.27,2.89
1.55,0.27,2.91
1.62,0.28,2.93
1.65,0.28,2.95
1.72,0.28,2.96
1.76,0.28,2.99
1.82,0.29,3
1.86,0.29,3.02
1.93,0.29,3.04
1.96,0.29,3.06
2.03,0.3,3.08
2.06,0.3,3.1
2.13,0.3,3.11
2.16,0.3,3.14
2.23,0.31,3.15
2.27,0.31,3.17
2.33,0.31,3.19
2.37,0.31,3.21
2.39,0.37,3.22
2.37,0.44,3.22
2.39,0.51,3.22
2.37,0.58,3.22
2.38,0.65,3.22
2.36,0.72,3.22
2.38,0.79,3.23
2.36,0.86,3.23
2.37,0.93,3.23
2.35,1,3.23
2.37,1.07,3.23
2.35,1.14,3.23
2.36,1.22,3.24
2.34,1.28,3.24
2.36,1.36,3.24
2.34,1.43,3.24
2.35,1.5,3.24
2.33,1.57,3.24
2.34,1.64,3.25
2.32,1.71,3.25
2.34,1.78,3.25
2.32,1.85,3.25
2.33,1.92,3.25
2.31,1.99,3.25
2.33,2.06,3.26
2.31,2.13,3.26
2.32,2.2,3.26
2.3,2.27,3.26
2.32,2.35,3.26
2.3,2.42,3.26
2.31,2.49,3.26
2.29,2.56,3.27
2.3,2.63,3.27
2.28,2.7,3.27
2.3,2.77,3.27
2.28,2.84,3.27
2.29,2.91,3.27
2.27,2.98,3.28
2.29,3.05,3.28
2.27,3.12,3.28
2.28,3.19,3.28
2.26,3.26,3.28
2.28,3.34,3.28
2.26,3.4,3.29
2.27,3.48,3.29
2.25,3.55,3.29
2.26,3.62,3.29
2.25,3.69,3.29
2.26,3.76,3.29
2.24,3.83,3.29
