20000,-2781.492919921875
40000,-3181.892822265625
40217,-2086.231689453125
40434,-1540.828369140625
41117,-1216.7509765625
51188,-1170.1866455078125
54191,-1014.7130737304688
74191,-1473.8486328125
80071,-1363.2740478515625
100071,-1830.478271484375
102974,-1691.6092529296875
104499,-1553.0631103515625
124499,-1900.9552001953125
144499,-2013.8663330078125
162853,-2035.4945068359375
173407,-1973.2357177734375
176274,-1861.967041015625
196274,-2111.802490234375
196345,-1994.7518310546875
196420,-1889.417724609375
216420,-2155.10107421875
229593,-2170.023193359375
232914,-2080.41357421875
233815,-1991.2103271484375
234447,-1908.1243896484375
235492,-1832.5418701171875
239040,-1770.8182373046875
239262,-1703.822021484375
239508,-1641.9052734375
259508,-1759.11328125
275837,-1802.1077880859375
276528,-1743.331787109375
277143,-1687.890625
285376,-1660.613525390625
286905,-1611.51123046875
289592,-1567.933837890625
292266,-1527.2557373046875
312266,-1712.1524658203125
312482,-1665.30615234375
315329,-1625.4454345703125
315705,-1582.98583984375
316024,-1542.3885498046875
317741,-1504.984375
318217,-1467.9793701171875
319365,-1432.756591796875
319720,-1399.2403564453125
320043,-1366.8656005859375
325645,-1348.8182373046875
345645,-1464.248779296875
354050,-1464.1165771484375
354337,-1433.1341552734375
355805,-1404.0299072265625
355884,-1375.4337158203125
356283,-1347.5206298828125
376283,-1424.4482421875
382127,-1407.5528564453125
382503,-1381.0008544921875
383934,-1355.98046875
403934,-1449.1224365234375
407683,-1427.8485107421875
409851,-1404.3504638671875
410073,-1379.854736328125
419005,-1379.442626953125
426178,-1369.1812744140625
427567,-1346.783447265625
427658,-1324.5682373046875
430153,-1306.9500732421875
436723,-1295.63671875
437075,-1275.145263671875
438161,-1255.3477783203125
455394,-1281.3211669921875
475394,-1299.598876953125
478504,-1283.125
481812,-1267.5352783203125
483505,-1250.1033935546875
483680,-1232.202880859375
483847,-1214.7532958984375
484093,-1197.6224365234375
504093,-1266.9691162109375
517586,-1275.67578125
517753,-1258.6688232421875
519579,-1244.3341064453125
519641,-1227.97802734375
528514,-1228.9525146484375
533482,-1219.8336181640625
536381,-1206.7257080078125
541945,-1197.732177734375
544837,-1186.5078125
553265,-1183.3597412109375
557285,-1172.4696044921875
558341,-1159.1810302734375
561407,-1147.7679443359375
572462,-1149.813232421875
575723,-1138.9959716796875
577257,-1126.3336181640625
580388,-1115.7908935546875
581865,-1103.32470703125
582935,-1090.8316650390625
602935,-1137.761474609375
604239,-1125.470703125
624239,-1158.111328125
629318,-1150.3623046875
636368,-1144.86083984375
637735,-1133.0233154296875
638096,-1121.208251953125
639481,-1109.6326904296875
646925,-1106.2584228515625
648236,-1095.1416015625
649684,-1084.2933349609375
651575,-1073.964599609375
651706,-1063.2520751953125
653412,-1053.0694580078125
653676,-1042.78369140625
653803,-1032.6182861328125
653827,-1022.615234375
655580,-1013.24609375
663179,-1010.5914916992188
664806,-1001.37939453125
665118,-992.0167846679688
680995,-1018.0847778320312
681684,-1008.7689819335938
682101,-999.5133666992188
683964,-990.8310546875
